origin,horizon,source_index,target_index,method,window_length,ridge,min_pred_eig,reference_residual,reference_refreshed,reference_fallback
1,5,250,255,local_bwar,48.0,0.01,0.11709975480437292,7.271139755316979e-10,1.0,0.0
1,5,251,256,local_bwar,48.0,0.01,0.08999138604642012,6.482790327901598e-10,1.0,0.0
1,5,252,257,local_bwar,48.0,0.01,0.0777139417064731,7.946359774128635e-10,1.0,0.0
1,5,253,258,local_bwar,48.0,0.01,0.10304661447430054,9.950603123167677e-10,1.0,0.0
1,5,254,259,local_bwar,48.0,0.01,0.11775197066386708,4.618431963327881e-11,1.0,0.0
1,5,255,260,local_bwar,48.0,0.01,0.13448999941922415,4.3002850926373375e-11,1.0,0.0
1,5,256,261,local_bwar,48.0,0.01,0.1397413629033022,4.291580366357503e-11,1.0,0.0
1,5,257,262,local_bwar,48.0,0.01,0.10927735367669603,8.4597210257873e-10,1.0,0.0
1,5,258,263,local_bwar,48.0,0.01,0.07516504703704964,7.477844010771439e-10,1.0,0.0
1,5,259,264,local_bwar,48.0,0.01,0.06936814323582302,8.065619190903927e-10,1.0,0.0
1,5,260,265,local_bwar,48.0,0.01,0.09042250819275874,4.2167036792552787e-11,1.0,0.0
1,5,261,266,local_bwar,48.0,0.01,0.11877689739964228,4.499305731457915e-11,1.0,0.0
2,3,264,267,local_bwar,48.0,0.01,0.09550738978307655,7.965779874468825e-10,1.0,0.0
2,3,265,268,local_bwar,48.0,0.01,0.060030280335573505,8.598938182596486e-10,1.0,0.0
2,3,266,269,local_bwar,48.0,0.01,0.10426389266232762,7.912028919503426e-10,1.0,0.0
2,3,267,270,local_bwar,48.0,0.01,0.09729717541259551,7.786883220941755e-10,1.0,0.0
2,3,268,271,local_bwar,48.0,0.01,0.057699827718259274,8.161068106983291e-10,1.0,0.0
2,3,269,272,local_bwar,48.0,0.01,0.12903349641541567,7.816321101593119e-10,1.0,0.0
2,3,270,273,local_bwar,48.0,0.01,0.0931217213712571,7.119463660642972e-10,1.0,0.0
2,3,271,274,local_bwar,48.0,0.01,0.13430141552779293,7.351206501703992e-10,1.0,0.0
2,3,272,275,local_bwar,48.0,0.01,0.09693120176620718,7.757808192462958e-10,1.0,0.0
2,3,273,276,local_bwar,48.0,0.01,0.10392072984068415,8.745197711991706e-10,1.0,0.0
2,3,274,277,local_bwar,48.0,0.01,0.1273375949252745,9.949152098079988e-10,1.0,0.0
2,3,275,278,local_bwar,48.0,0.01,0.09823895717159616,4.65846856760946e-11,1.0,0.0
